"Tanggal","OEE","MA7"
2026-06-01,0.831144746378786,NA
2026-06-02,0.800073473023493,NA
2026-06-03,0.854547158705455,NA
2026-06-04,0.862145904495416,NA
2026-06-05,0.819258177014531,NA
2026-06-06,0.819796154661287,NA
2026-06-08,0.808229361116538,0.827884996485072
2026-06-09,0.818855803883763,0.826129433271498
2026-06-10,0.844207037113513,0.8324342281415
2026-06-11,0.847574561733522,0.831438142859796
2026-06-12,0.865686297979342,0.831943913357499
2026-06-13,0.829716051240886,0.833437895389836
2026-06-15,0.87472060160143,0.841284244952713
2026-06-16,0.844757798611634,0.846502593166299
2026-06-17,0.873115813832203,0.854254023158933
2026-06-18,0.832253453451248,0.852546368350038
2026-06-19,0.835681947995073,0.850847423530259
2026-06-20,0.832579022711548,0.846117812777717
2026-06-22,0.824547439230196,0.845379439633333
2026-06-23,0.830623384152583,0.839079837140641
2026-06-24,0.799180935743265,0.832568856730874
2026-06-25,0.83057516288044,0.826491620880622
2026-06-26,0.834858000155439,0.82686369898122
2026-06-27,0.835687941429127,0.826864555186085
2026-06-29,0.786534982095578,0.82028683509809
2026-06-30,0.832751102246346,0.82145878695754
2026-07-01,0.827044401042409,0.820947503656086
2026-07-02,0.862533307942079,0.829997842541631
2026-07-03,0.840051300574928,0.831351576497987
2026-07-04,0.847551651211973,0.833164955220349
2026-07-06,0.853173050331373,0.835662827920669
2026-07-07,0.840740692853909,0.843406500886145
2026-07-08,0.81278557282436,0.84055428239729
2026-07-09,0.815698429026013,0.838933429252091
2026-07-10,0.815203271366728,0.832171995455612
2026-07-11,0.804671441747663,0.82711772990886
2026-07-13,0.8185949326628,0.822981055830406
2026-07-14,0.835743015167211,0.820491050806955
2026-07-15,0.851690049236945,0.82205524457596
2026-07-16,0.845326676701914,0.826703973701325
2026-07-17,0.817287197259497,0.826930940591822
2026-07-18,0.85521463122071,0.832646849142391
2026-07-20,0.824848577775716,0.835529297146399
2026-07-21,0.82170675094623,0.83597384261546
2026-07-22,0.817066896874422,0.833305825716491
2026-07-23,0.847363449818417,0.832687740085272
2026-07-24,0.844606029942456,0.832584790548207
2026-07-25,0.841291998569892,0.836014047878263
2026-07-27,0.859266572929619,0.836592896693822
2026-07-28,0.844953831153286,0.83946507574776
2026-07-29,0.827898844062867,0.840349660478708
2026-07-30,0.80608141794939,0.838780306346561
2026-07-31,0.79858736158377,0.831812293741612
2026-08-01,0.823651431101025,0.828818779621407
2026-08-03,0.835228259941542,0.827952531245929
2026-08-04,0.837825976364406,0.82488958887947
2026-08-05,0.828602307003134,0.822553656858019
2026-08-06,0.798009989247704,0.818283820455853
2026-08-07,0.805845155647682,0.818250068698467
2026-08-08,0.832498963066732,0.823094583196032
2026-08-10,0.818552830250716,0.822366211645988
2026-08-11,0.848905483579249,0.824320100737089
2026-08-12,0.826541686388127,0.822708059311906
2026-08-13,0.856511058655779,0.826695023833713
2026-08-14,0.860052437453955,0.83555823072032
2026-08-15,0.83812348787624,0.840169421038685
2026-08-17,0.845747313795823,0.842062042571413
2026-08-18,0.817092200525294,0.841853381182067
2026-08-19,0.845300185972267,0.841338338666783
2026-08-20,0.841156367241816,0.84342615021731
2026-08-21,0.795202341528495,0.83466776205627
2026-08-22,0.882255844421377,0.83783967733733
2026-08-24,0.868619257470452,0.842196215850789
2026-08-25,0.829290126457098,0.839845189088114
2026-08-26,0.862081552898975,0.846272239427211
2026-08-27,0.844431721144659,0.846148173023267
2026-08-28,0.828504764935477,0.844340801265219
2026-08-29,0.829223869756121,0.849201019583451
2026-08-31,0.861989837976516,0.846305875805614
