"Tanggal","DefectRate","CL","UCL","LCL","Sinyal"
2026-06-01,0.0293982458608883,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-06-02,0.0270034109571735,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-06-03,0.0241829282892374,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-06-04,0.0242005671130576,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-06-05,0.0265363276089828,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-06-06,0.0275214365363171,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-06-08,0.0280168395434874,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-06-09,0.0254138631834415,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-06-10,0.0256670208514081,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-06-11,0.0261419536191145,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-06-12,0.0277702519642373,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-06-13,0.0317880794701987,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-06-15,0.0226328076069009,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-06-16,0.0269928101055337,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-06-17,0.025943022334126,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-06-18,0.0273692374812158,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-06-19,0.0239731076578303,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-06-20,0.0260037764422847,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-06-22,0.0287332316628945,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-06-23,0.0270921131848284,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-06-24,0.028025176378633,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-06-25,0.0275330716673935,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-06-26,0.0272325639116406,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-06-27,0.0224264780396846,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-06-29,0.0278659755120259,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-06-30,0.0273827747341283,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-07-01,0.0276527001384686,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-07-02,0.0276629989740501,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-07-03,0.0293742017879949,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
2026-07-04,0.0300146412884334,0.0269978723858714,0.0345115062929047,0.0194842384788381,FALSE
